strikePrice,moneyness,expiryDate,impliedVolatility,skew,ATM_IV
23000,ITM,07-Nov-2024,19.97,5.799999999999999,14.17
23050,ITM,07-Nov-2024,19.12,4.950000000000001,14.17
23150,ITM,07-Nov-2024,19.95,5.779999999999999,14.17
23200,ITM,07-Nov-2024,18.95,4.779999999999999,14.17
23300,ITM,07-Nov-2024,19.15,4.979999999999999,14.17
23400,ITM,07-Nov-2024,18.37,4.200000000000001,14.17
23500,ITM,07-Nov-2024,17.69,3.5200000000000014,14.17
23600,ITM,07-Nov-2024,17.35,3.1800000000000015,14.17
23700,ITM,07-Nov-2024,17.0,2.83,14.17
23750,ITM,07-Nov-2024,17.4,3.2299999999999986,14.17
23800,ITM,07-Nov-2024,16.59,2.42,14.17
23900,ITM,07-Nov-2024,16.26,2.0900000000000016,14.17
24000,ITM,07-Nov-2024,15.82,1.6500000000000004,14.17
24050,ITM,07-Nov-2024,16.05,1.8800000000000008,14.17
24100,ITM,07-Nov-2024,15.42,1.25,14.17
24200,ITM,07-Nov-2024,15.12,0.9499999999999993,14.17
24250,ITM,07-Nov-2024,15.04,0.8699999999999992,14.17
24300,ITM,07-Nov-2024,15.19,1.0199999999999996,14.17
24400,ITM,07-Nov-2024,14.74,0.5700000000000003,14.17
24450,ITM,07-Nov-2024,14.94,0.7699999999999996,14.17
24500,ITM,07-Nov-2024,14.65,0.4800000000000004,14.17
24550,ITM,07-Nov-2024,14.45,0.27999999999999936,14.17
24600,ITM,07-Nov-2024,14.14,-0.02999999999999936,14.17
24650,ITM,07-Nov-2024,14.12,-0.05000000000000071,14.17
24700,ITM,07-Nov-2024,14.38,0.21000000000000085,14.17
24750,ITM,07-Nov-2024,13.7,-0.47000000000000064,14.17
24800,ATM,07-Nov-2024,14.17,0.0,14.17
24850,OTM,07-Nov-2024,13.72,-0.4499999999999993,14.17
24900,OTM,07-Nov-2024,14.12,-0.05000000000000071,14.17
24950,OTM,07-Nov-2024,13.51,-0.6600000000000001,14.17
25000,OTM,07-Nov-2024,14.04,-0.13000000000000078,14.17
25050,OTM,07-Nov-2024,14.12,-0.05000000000000071,14.17
25100,OTM,07-Nov-2024,13.93,-0.2400000000000002,14.17
